-1000000000	-1000000000	-1000000000	0.000896	0.999285
-1000000000	-1000000000	-1000000000	0.006272	0.999285
-1000000000	-1000000000	-1000000000	0.011649	0.999285
-1000000000	-1000000000	-1000000000	0.017025	0.999285
-1000000000	-1000000000	-1000000000	0.022401	0.999285
-1000000000	-1000000000	-1000000000	0.027778	0.999285
-1000000000	-1000000000	-1000000000	0.033154	0.999285
-1000000000	-1000000000	-1000000000	0.03853	0.999285
-1000000000	-1000000000	-1000000000	0.043907	0.999285
-1000000000	-1000000000	-1000000000	0.049283	0.999285
-1000000000	-1000000000	-1000000000	0.054659	0.999285
-1000000000	-1000000000	-1000000000	0.060036	0.999285
-1000000000	-1000000000	-1000000000	0.065412	0.999285
-1000000000	-1000000000	-1000000000	0.070789	0.999285
-1000000000	-1000000000	-1000000000	0.076165	0.999285
-1000000000	-1000000000	-1000000000	0.081541	0.999285
-1000000000	-1000000000	-1000000000	0.086918	0.999285
-1000000000	-1000000000	-1000000000	0.092294	0.999285
-1000000000	-1000000000	-1000000000	0.09767	0.999285
-1000000000	-1000000000	-1000000000	0.103047	0.999285
-1000000000	-1000000000	-1000000000	0.108423	0.999285
-1000000000	-1000000000	-1000000000	0.113799	0.999285
-1000000000	-1000000000	-1000000000	0.119176	0.999285
-1000000000	-1000000000	-1000000000	0.124552	0.999285
-1000000000	-1000000000	-1000000000	0.129928	0.999285
-1000000000	-1000000000	-1000000000	0.135305	0.999285
-1000000000	-1000000000	-1000000000	0.140681	0.999285
-1000000000	-1000000000	-1000000000	0.146057	0.999285
-1000000000	-1000000000	-1000000000	0.151434	0.999285
-1000000000	-1000000000	-1000000000	0.15681	0.999285
-1000000000	-1000000000	-1000000000	0.162186	0.999285
-1000000000	-1000000000	-1000000000	0.167563	0.999285
-1000000000	-1000000000	-1000000000	0.172939	0.999285
-1000000000	-1000000000	-1000000000	0.178315	0.999285
-1000000000	-1000000000	-1000000000	0.183692	0.999285
-1000000000	-1000000000	-1000000000	0.189068	0.999285
-1000000000	-1000000000	-1000000000	0.194444	0.999285
-1000000000	-1000000000	-1000000000	0.199821	0.999285
-1000000000	-1000000000	-1000000000	0.205197	0.999285
